InvoiceNo,InvoiceDate,CompanyName,NIP,ProductName,Category,Quantity,UnitPrice,Discount,Country,SalesRep
INV 11786,2025-03-13,Firma Hurtowa 044,3951457168,Base One Clear 5kg,Żele,,14.86,10%,Polska,Jan Kowalski
INV 3644,11.04.25,Firma Hurtowa 019,2921536751,Cuticle Oil Mango,Pielęgnacja,dziesięć,197.51,10%,PL,J. Kowalski
INV 124,2025-01-25,Firma Hurtowa 084,,Primer Acid,Akcesoria,dziesięć,"120,00",10%,Polska,Jan Kowalski
INV 2552,19.09.25,Firma Hurtowa 095,2196184970,Primer Acid,Akcesoria,,"120,00",10%,Polska,Jan Kowalski
INV 10118,10.12.25,Firma Hurtowa 064,,Primer Acid,Akcesoria,,118.8,10%,PL,J. Kowalski
INV 1001,19-06-2025,Firma Hurtowa 091,5480083553,Cuticle Oil Mango,Pielęgnacja,33,67.6,0.1,Polska,Anna Nowak
INV 992,06-09-2025,Firma Hurtowa 086,6532637591,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.1,poland,Nowak Anna
INV 1204,2025-01-22,Firma Hurtowa 087,,Primer Acid,Akcesoria,dziesięć,"120,00",0.05,poland,J. Kowalski
INV 3530,21-01-2025,Firma Hurtowa 027,,Primer Acid,Akcesoria,20,"120,00",,poland,Nowak Anna
INV 8643,12-07-2025,Firma Hurtowa 071,,Primer Acid,,dziesięć,16.5,0.05,Polska,Nowak Anna
INV 1418,16-06-2025,Firma Hurtowa 013,6021510782,Base One Pink 5kg,Żele,,106.89,0.05,PL,Jan Kowalski
INV 10851,03-03-2025,Firma Hurtowa 027,,Base One Clear 5kg,,34,13.97,0.1,poland,Jan Kowalski
INV 10865,07.07.25,Firma Hurtowa 033,,Base One Pink 5kg,Żele,7,"120,00",0.05,PL,J. Kowalski
INV 1577,19.06.25,Firma Hurtowa 085,8647459942,Cuticle Oil Mango,Pielęgnacja,dziesięć,115.03,0.05,poland,Nowak Anna
INV 5594,24-05-2025,Firma Hurtowa 019,,Base One Pink 5kg,Żele,,22.7,10%,Polska,Jan Kowalski
INV 5234,15.02.25,Firma Hurtowa 009,6185993622,Cleaner UV,Akcesoria,40,"120,00",0.1,poland,J. Kowalski
INV 5461,10-05-2025,Firma Hurtowa 035,7584350580,Cleaner UV,Akcesoria,,"120,00",0.05,PL,Jan Kowalski
INV 3281,2025-01-01,Firma Hurtowa 001,4427586682,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",,poland,Nowak Anna
INV 3506,27.09.25,Firma Hurtowa 059,5841944684,Base One Clear 5kg,Żele,,108.05,,Polska,Nowak Anna
INV 6465,2025-11-22,Firma Hurtowa 044,,Cuticle Oil Mango,Pielęgnacja,44,21.01,0.05,PL,Jan Kowalski
INV 3962,2025-06-05,Firma Hurtowa 056,6919296703,Cleaner UV,Akcesoria,,"120,00",10%,PL,Anna Nowak
INV 3024,26-04-2025,Firma Hurtowa 096,,Base One Clear 5kg,Żele,dziesięć,163.48,0.1,PL,Nowak Anna
INV 3102,29.05.25,Firma Hurtowa 045,,Primer Acid,Akcesoria,dziesięć,"120,00",,poland,Anna Nowak
INV 6797,2025-08-14,Firma Hurtowa 099,,Flexy Hybrid Gel,Lakiery Hybrydowe,,32.54,0.05,PL,J. Kowalski
INV 7389,2025-09-28,Firma Hurtowa 074,,Primer Acid,Akcesoria,18,180.9,0,PL,J. Kowalski
INV 3365,11-09-2025,Firma Hurtowa 014,5482729755,Flexy Hybrid Gel,Lakiery Hybrydowe,40,156.96,0,poland,Nowak Anna
INV 3752,21-09-2025,Firma Hurtowa 078,,Primer Acid,Akcesoria,,"120,00",0.1,Polska,J. Kowalski
INV 5624,17-01-2025,Firma Hurtowa 054,,Primer Acid,,,130.03,0.1,PL,J. Kowalski
INV 5547,25-04-2025,Firma Hurtowa 098,,Primer Acid,Akcesoria,dziesięć,59.35,0,PL,Jan Kowalski
INV 2444,11.09.25,Firma Hurtowa 023,7930601741,Base One Pink 5kg,Żele,dziesięć,"120,00",0.1,Polska,Jan Kowalski
INV 889,04-02-2025,Firma Hurtowa 096,,Cuticle Oil Mango,Pielęgnacja,dziesięć,118.12,0.05,poland,Anna Nowak
INV 220,31-03-2025,Firma Hurtowa 082,,Cleaner UV,Akcesoria,20,"120,00",0.1,Polska,J. Kowalski
INV 10342,2025-07-20,Firma Hurtowa 016,,Cuticle Oil Mango,Pielęgnacja,,173.86,0.1,PL,Nowak Anna
INV 6770,08.03.25,Firma Hurtowa 096,,Base One Pink 5kg,Żele,,"120,00",,PL,Nowak Anna
INV 1201,20.12.25,Firma Hurtowa 061,2569528650,Base One Clear 5kg,,13,126.91,0.05,poland,Nowak Anna
INV 3483,2025-02-27,Firma Hurtowa 058,8803784147,Primer Acid,Akcesoria,dziesięć,"120,00",0,poland,Nowak Anna
INV 1394,2025-12-28,Firma Hurtowa 027,8924859325,Cuticle Oil Mango,Pielęgnacja,37,"120,00",10%,PL,Jan Kowalski
INV 4619,24.09.25,Firma Hurtowa 035,,Cleaner UV,Akcesoria,dziesięć,"120,00",0.05,PL,J. Kowalski
INV 4735,2025-02-22,Firma Hurtowa 017,,Cuticle Oil Mango,Pielęgnacja,40,117.75,0,Polska,J. Kowalski
INV 9001,08.03.25,Firma Hurtowa 058,,Base One Pink 5kg,,45,"120,00",,poland,J. Kowalski
INV 6733,09-12-2025,Firma Hurtowa 071,,Base One Clear 5kg,Żele,dziesięć,194.17,0.1,poland,J. Kowalski
INV 496,08-11-2025,Firma Hurtowa 026,1108512619,Base One Clear 5kg,Żele,dziesięć,143.57,,PL,J. Kowalski
INV 8557,05.04.25,Firma Hurtowa 027,,Base One Pink 5kg,Żele,45,"120,00",,PL,Nowak Anna
INV 3233,22.12.25,Firma Hurtowa 077,8903044461,Base One Clear 5kg,Żele,,"120,00",0,poland,J. Kowalski
INV 9971,2025-09-12,Firma Hurtowa 057,,Base One Pink 5kg,Żele,,"120,00",0.1,poland,Anna Nowak
INV 7505,2025-10-05,Firma Hurtowa 037,,Base One Pink 5kg,,45,146.77,10%,PL,Anna Nowak
INV 2711,2025-07-16,Firma Hurtowa 067,,Base One Pink 5kg,Żele,,"120,00",10%,PL,Nowak Anna
INV 637,2025-10-16,Firma Hurtowa 058,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",10%,poland,Anna Nowak
INV 8741,29.05.25,Firma Hurtowa 062,,Base One Pink 5kg,Żele,,"120,00",0.1,poland,J. Kowalski
INV 10853,31-12-2025,Firma Hurtowa 067,6169060448,Cuticle Oil Mango,,15,21.6,0.05,PL,Nowak Anna
INV 8741,2025-04-12,Firma Hurtowa 088,,Cuticle Oil Mango,Pielęgnacja,,11.56,0,PL,Jan Kowalski
INV 5478,2025-01-04,Firma Hurtowa 080,,Primer Acid,Akcesoria,,57.67,0.1,PL,Jan Kowalski
INV 10563,26-02-2025,Firma Hurtowa 001,,Cleaner UV,Akcesoria,2,"120,00",0.05,poland,Anna Nowak
INV 9567,2025-12-02,Firma Hurtowa 024,7634629390,Primer Acid,Akcesoria,dziesięć,"120,00",10%,poland,Nowak Anna
INV 5348,08.01.25,Firma Hurtowa 054,,Flexy Hybrid Gel,,,64.82,0,PL,Jan Kowalski
INV 2338,2025-06-02,Firma Hurtowa 064,,Primer Acid,Akcesoria,,190.07,10%,poland,Anna Nowak
INV 9343,2025-01-13,Firma Hurtowa 020,,Primer Acid,Akcesoria,,32.2,10%,Polska,J. Kowalski
INV 2504,2025-06-20,Firma Hurtowa 048,,Cuticle Oil Mango,,24,197.23,,PL,Jan Kowalski
INV 4077,06-06-2025,Firma Hurtowa 082,,Cleaner UV,Akcesoria,1,104.5,0.1,Polska,Nowak Anna
INV 3502,2025-02-16,Firma Hurtowa 054,,Primer Acid,Akcesoria,dziesięć,"120,00",0.05,Polska,Anna Nowak
INV 2022,2025-05-14,Firma Hurtowa 097,3696371152,Cleaner UV,Akcesoria,,54.96,10%,Polska,Anna Nowak
INV 3085,2025-03-15,Firma Hurtowa 024,,Cuticle Oil Mango,Pielęgnacja,dziesięć,13.04,0.1,poland,J. Kowalski
INV 9700,11-08-2025,Firma Hurtowa 017,,Flexy Hybrid Gel,Lakiery Hybrydowe,,55.11,,Polska,Jan Kowalski
INV 1838,2025-08-08,Firma Hurtowa 080,7555877495,Primer Acid,Akcesoria,25,"120,00",,PL,Anna Nowak
INV 2617,25.02.25,Firma Hurtowa 046,1987505840,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,47.17,0.05,PL,Anna Nowak
INV 6146,13.04.25,Firma Hurtowa 078,,Base One Pink 5kg,Żele,,35.01,0.1,poland,J. Kowalski
INV 11451,2025-01-30,Firma Hurtowa 050,,Base One Pink 5kg,Żele,dziesięć,"120,00",0.1,Polska,J. Kowalski
INV 6964,23.03.25,Firma Hurtowa 097,,Primer Acid,Akcesoria,,142.81,0.05,poland,Nowak Anna
INV 1673,23-10-2025,Firma Hurtowa 053,4149776159,Base One Clear 5kg,Żele,dziesięć,43.74,0.1,Polska,Nowak Anna
INV 11725,07.09.25,Firma Hurtowa 080,,Cleaner UV,Akcesoria,34,"120,00",0.05,Polska,Jan Kowalski
INV 3471,2025-11-07,Firma Hurtowa 093,,Cuticle Oil Mango,,dziesięć,57.22,0.05,Polska,Jan Kowalski
INV 9967,20.06.25,Firma Hurtowa 061,,Base One Clear 5kg,Żele,20,"120,00",0.05,Polska,Anna Nowak
INV 11065,28.05.25,Firma Hurtowa 096,5293983916,Base One Pink 5kg,Żele,,"120,00",0.1,poland,J. Kowalski
INV 10920,01.07.25,Firma Hurtowa 099,,Base One Clear 5kg,Żele,,"120,00",10%,Polska,Anna Nowak
INV 320,2025-12-01,Firma Hurtowa 098,5409220639,Cleaner UV,,dziesięć,"120,00",0.05,poland,Anna Nowak
INV 6863,2025-01-10,Firma Hurtowa 003,,Flexy Hybrid Gel,Lakiery Hybrydowe,12,171.38,10%,poland,Jan Kowalski
INV 9016,08.02.25,Firma Hurtowa 090,5094486098,Primer Acid,Akcesoria,dziesięć,"120,00",0.1,Polska,Nowak Anna
INV 9070,30-06-2025,Firma Hurtowa 077,,Cleaner UV,Akcesoria,10,"120,00",10%,poland,Anna Nowak
INV 5515,2025-02-12,Firma Hurtowa 044,,Base One Pink 5kg,Żele,dziesięć,"120,00",,Polska,Nowak Anna
INV 6417,2025-01-05,Firma Hurtowa 021,,Primer Acid,Akcesoria,2,62.76,0.1,poland,Jan Kowalski
INV 492,2025-07-20,Firma Hurtowa 005,4214797423,Base One Pink 5kg,Żele,,138.38,0.1,poland,Anna Nowak
INV 2622,07.12.25,Firma Hurtowa 064,,Base One Clear 5kg,Żele,dziesięć,156.25,0.05,Polska,Anna Nowak
INV 10904,20-04-2025,Firma Hurtowa 035,,Base One Clear 5kg,Żele,,170.16,0.05,poland,J. Kowalski
INV 2653,2025-07-26,Firma Hurtowa 036,2778012950,Cuticle Oil Mango,Pielęgnacja,,"120,00",,PL,J. Kowalski
INV 10064,2025-08-06,Firma Hurtowa 010,3230083681,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0,Polska,Jan Kowalski
INV 7562,28-12-2025,Firma Hurtowa 021,,Primer Acid,Akcesoria,39,"120,00",0.1,poland,J. Kowalski
INV 11822,01.12.25,Firma Hurtowa 089,1352506957,Base One Clear 5kg,Żele,dziesięć,"120,00",0,PL,Jan Kowalski
INV 4150,28.07.25,Firma Hurtowa 038,,Primer Acid,Akcesoria,,151.4,0.1,PL,Jan Kowalski
INV 585,28-01-2025,Firma Hurtowa 089,,Base One Pink 5kg,,33,"120,00",0.1,PL,Jan Kowalski
INV 2168,30.01.25,Firma Hurtowa 049,,Base One Clear 5kg,Żele,,52.11,10%,PL,Jan Kowalski
INV 9059,2025-08-24,Firma Hurtowa 085,,Primer Acid,Akcesoria,dziesięć,"120,00",10%,poland,J. Kowalski
INV 1319,2025-07-18,Firma Hurtowa 088,,Primer Acid,Akcesoria,,"120,00",,Polska,Anna Nowak
INV 7983,31.12.25,Firma Hurtowa 004,,Base One Pink 5kg,Żele,dziesięć,"120,00",,Polska,J. Kowalski
INV 2828,03-01-2025,Firma Hurtowa 067,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.1,poland,Nowak Anna
INV 5848,07.12.25,Firma Hurtowa 072,,Base One Clear 5kg,Żele,24,191.89,0,PL,Anna Nowak
INV 5196,16.06.25,Firma Hurtowa 092,,Primer Acid,,2,"120,00",0,poland,Jan Kowalski
INV 8659,22.09.25,Firma Hurtowa 029,,Cuticle Oil Mango,Pielęgnacja,22,130.63,,PL,Nowak Anna
INV 2889,05-05-2025,Firma Hurtowa 076,,Base One Pink 5kg,Żele,9,112.87,0,PL,Jan Kowalski
INV 9307,2025-01-14,Firma Hurtowa 044,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0,poland,Anna Nowak
INV 1182,2025-11-16,Firma Hurtowa 066,8482221673,Flexy Hybrid Gel,Lakiery Hybrydowe,20,25.82,,Polska,Anna Nowak
INV 9201,13.01.25,Firma Hurtowa 010,5557637794,Cleaner UV,Akcesoria,,"120,00",10%,poland,J. Kowalski
INV 6548,21.06.25,Firma Hurtowa 060,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.05,Polska,Jan Kowalski
INV 5118,22-06-2025,Firma Hurtowa 039,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0.05,PL,Jan Kowalski
INV 11397,20-12-2025,Firma Hurtowa 057,6448401183,Base One Clear 5kg,Żele,,139.58,10%,PL,Jan Kowalski
INV 9006,08.05.25,Firma Hurtowa 055,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",,Polska,J. Kowalski
INV 4373,02.12.25,Firma Hurtowa 069,,Cleaner UV,Akcesoria,16,199.84,0,PL,J. Kowalski
INV 9057,2025-01-29,Firma Hurtowa 007,4416626106,Cuticle Oil Mango,Pielęgnacja,32,22.8,0.1,PL,J. Kowalski
INV 7329,09.06.25,Firma Hurtowa 037,7609893951,Cleaner UV,Akcesoria,24,"120,00",,PL,Anna Nowak
INV 5614,26.04.25,Firma Hurtowa 023,,Base One Clear 5kg,Żele,,"120,00",10%,poland,Jan Kowalski
INV 8010,2025-03-31,Firma Hurtowa 094,7287346839,Cuticle Oil Mango,Pielęgnacja,,137.58,0.05,PL,J. Kowalski
INV 10570,2025-12-05,Firma Hurtowa 035,,Base One Pink 5kg,Żele,,140.95,,PL,J. Kowalski
INV 1290,23.07.25,Firma Hurtowa 086,,Primer Acid,Akcesoria,23,"120,00",0.05,Polska,Jan Kowalski
INV 9245,2025-08-28,Firma Hurtowa 080,,Base One Pink 5kg,Żele,24,"120,00",0,Polska,Anna Nowak
INV 9383,23-11-2025,Firma Hurtowa 074,,Cleaner UV,Akcesoria,44,35.63,0.1,poland,J. Kowalski
INV 4529,15.06.25,Firma Hurtowa 041,,Base One Pink 5kg,Żele,1,114.17,0.1,Polska,Anna Nowak
INV 3113,2025-11-06,Firma Hurtowa 046,,Cuticle Oil Mango,Pielęgnacja,,"120,00",0.1,PL,Jan Kowalski
INV 11588,13.09.25,Firma Hurtowa 030,,Primer Acid,,dziesięć,"120,00",0.1,PL,Anna Nowak
INV 8864,2025-06-20,Firma Hurtowa 048,,Cleaner UV,Akcesoria,dziesięć,"120,00",10%,Polska,Anna Nowak
INV 6349,2025-12-23,Firma Hurtowa 050,5255763890,Primer Acid,Akcesoria,,"120,00",0,Polska,J. Kowalski
INV 3360,25-08-2025,Firma Hurtowa 074,,Base One Clear 5kg,,9,123.26,,poland,Nowak Anna
INV 1750,25-06-2025,Firma Hurtowa 046,4002863066,Base One Clear 5kg,Żele,29,"120,00",,Polska,J. Kowalski
INV 6063,2025-04-15,Firma Hurtowa 007,,Base One Clear 5kg,Żele,2,"120,00",0,poland,Jan Kowalski
INV 7923,20-06-2025,Firma Hurtowa 080,6120521917,Cleaner UV,,dziesięć,"120,00",,poland,Anna Nowak
INV 9823,05-10-2025,Firma Hurtowa 009,8188623630,Primer Acid,Akcesoria,47,"120,00",,poland,Jan Kowalski
INV 2191,2025-05-31,Firma Hurtowa 080,9724681605,Cuticle Oil Mango,Pielęgnacja,42,85.7,10%,PL,J. Kowalski
INV 8794,2025-08-12,Firma Hurtowa 078,6311491980,Cleaner UV,Akcesoria,dziesięć,"120,00",0.05,poland,Jan Kowalski
INV 6654,13.01.25,Firma Hurtowa 085,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,123.06,0.1,Polska,Anna Nowak
INV 2567,2025-06-26,Firma Hurtowa 046,,Base One Pink 5kg,Żele,,92.16,0,Polska,J. Kowalski
INV 8302,2025-01-31,Firma Hurtowa 050,,Base One Pink 5kg,Żele,41,126.39,,PL,Nowak Anna
INV 8793,16-09-2025,Firma Hurtowa 053,3294708497,Base One Pink 5kg,Żele,,145.43,,poland,J. Kowalski
INV 3765,17.12.25,Firma Hurtowa 059,,Base One Clear 5kg,Żele,,124.33,0.1,PL,Nowak Anna
INV 10973,2025-12-24,Firma Hurtowa 081,7361516112,Base One Clear 5kg,Żele,dziesięć,"120,00",0.1,poland,Jan Kowalski
INV 9016,02.06.25,Firma Hurtowa 089,,Base One Pink 5kg,Żele,dziesięć,147.31,10%,Polska,Nowak Anna
INV 11649,18-08-2025,Firma Hurtowa 064,,Base One Pink 5kg,Żele,dziesięć,"120,00",,poland,J. Kowalski
INV 13,05.10.25,Firma Hurtowa 052,,Primer Acid,Akcesoria,dziesięć,59.97,10%,poland,Nowak Anna
INV 8646,2025-11-03,Firma Hurtowa 010,6151073415,Base One Pink 5kg,Żele,dziesięć,76.17,,poland,Nowak Anna
INV 4186,13-08-2025,Firma Hurtowa 048,6421099730,Base One Pink 5kg,Żele,,70.72,0.1,Polska,Nowak Anna
INV 4605,19-08-2025,Firma Hurtowa 062,1978190045,Cuticle Oil Mango,Pielęgnacja,,"120,00",,PL,Anna Nowak
INV 7976,25-02-2025,Firma Hurtowa 033,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0,poland,Anna Nowak
INV 9088,30.07.25,Firma Hurtowa 091,,Base One Clear 5kg,,,"120,00",0.1,Polska,Nowak Anna
INV 7535,2025-05-27,Firma Hurtowa 041,,Flexy Hybrid Gel,Lakiery Hybrydowe,18,15.41,0.1,poland,J. Kowalski
INV 6568,13.12.25,Firma Hurtowa 092,2350044901,Cuticle Oil Mango,Pielęgnacja,,"120,00",0,PL,J. Kowalski
INV 5777,03-02-2025,Firma Hurtowa 069,,Flexy Hybrid Gel,Lakiery Hybrydowe,13,"120,00",10%,poland,Jan Kowalski
INV 1807,23-12-2025,Firma Hurtowa 039,,Cuticle Oil Mango,Pielęgnacja,20,"120,00",0.05,poland,Anna Nowak
INV 8538,28-04-2025,Firma Hurtowa 015,,Primer Acid,Akcesoria,dziesięć,47.8,,poland,Anna Nowak
INV 6117,28-04-2025,Firma Hurtowa 014,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,130.38,10%,Polska,Anna Nowak
INV 5395,14.08.25,Firma Hurtowa 053,,Primer Acid,Akcesoria,dziesięć,34.18,,poland,Nowak Anna
INV 2091,29.09.25,Firma Hurtowa 082,8199773247,Cleaner UV,,,131.26,0.1,poland,Anna Nowak
INV 1530,02.03.25,Firma Hurtowa 081,,Primer Acid,Akcesoria,dziesięć,"120,00",0.1,Polska,Anna Nowak
INV 4287,01-12-2025,Firma Hurtowa 041,,Cuticle Oil Mango,,6,48.11,0.05,PL,Anna Nowak
INV 7196,18.04.25,Firma Hurtowa 049,,Base One Clear 5kg,Żele,26,112.03,0.05,Polska,J. Kowalski
INV 8460,26.07.25,Firma Hurtowa 092,6029447543,Base One Pink 5kg,Żele,17,"120,00",0,poland,Jan Kowalski
INV 5460,09-01-2025,Firma Hurtowa 020,,Cuticle Oil Mango,Pielęgnacja,8,"120,00",,PL,Jan Kowalski
INV 10704,19-09-2025,Firma Hurtowa 045,,Cleaner UV,Akcesoria,30,"120,00",0.1,Polska,Jan Kowalski
INV 4009,2025-06-09,Firma Hurtowa 029,9513103719,Primer Acid,Akcesoria,,160.24,0.05,poland,Nowak Anna
INV 6848,20-09-2025,Firma Hurtowa 047,,Base One Clear 5kg,Żele,,99.4,,poland,Jan Kowalski
INV 6696,2025-09-01,Firma Hurtowa 096,,Cleaner UV,Akcesoria,46,15.95,,PL,J. Kowalski
INV 6077,2025-09-08,Firma Hurtowa 081,7620138820,Base One Pink 5kg,,22,"120,00",0,PL,J. Kowalski
INV 5220,21-06-2025,Firma Hurtowa 064,2405553359,Flexy Hybrid Gel,Lakiery Hybrydowe,19,123.68,0.05,Polska,Jan Kowalski
INV 4222,15.05.25,Firma Hurtowa 019,5538204589,Cuticle Oil Mango,Pielęgnacja,4,198.74,0.1,PL,Nowak Anna
INV 6463,22.07.25,Firma Hurtowa 086,6082670234,Cuticle Oil Mango,,18,"120,00",10%,poland,J. Kowalski
INV 6839,12.07.25,Firma Hurtowa 087,1916671382,Base One Clear 5kg,Żele,dziesięć,"120,00",0,PL,Jan Kowalski
INV 4724,01-02-2025,Firma Hurtowa 043,,Flexy Hybrid Gel,Lakiery Hybrydowe,14,115.45,0.1,PL,Jan Kowalski
INV 3656,2025-12-15,Firma Hurtowa 075,,Flexy Hybrid Gel,Lakiery Hybrydowe,1,106.08,0.05,PL,Anna Nowak
INV 11788,12.12.25,Firma Hurtowa 068,2912365732,Cleaner UV,Akcesoria,dziesięć,69.82,0.05,poland,Anna Nowak
INV 3718,24.05.25,Firma Hurtowa 065,,Base One Pink 5kg,Żele,,"120,00",10%,PL,J. Kowalski
INV 8801,2025-10-09,Firma Hurtowa 046,,Base One Clear 5kg,Żele,30,32.35,0,poland,J. Kowalski
INV 4960,2025-01-27,Firma Hurtowa 037,2947343142,Cleaner UV,Akcesoria,,"120,00",,poland,Jan Kowalski
INV 2207,07.10.25,Firma Hurtowa 075,,Flexy Hybrid Gel,Lakiery Hybrydowe,9,51.05,0.1,poland,Anna Nowak
INV 127,19-11-2025,Firma Hurtowa 098,,Base One Pink 5kg,Żele,dziesięć,20.06,0,PL,Nowak Anna
INV 6662,2025-01-21,Firma Hurtowa 037,1901845549,Cuticle Oil Mango,Pielęgnacja,,"120,00",10%,Polska,J. Kowalski
INV 9407,02-09-2025,Firma Hurtowa 053,,Primer Acid,Akcesoria,43,"120,00",,PL,J. Kowalski
INV 1988,16.07.25,Firma Hurtowa 092,,Flexy Hybrid Gel,Lakiery Hybrydowe,,78.16,0,Polska,Anna Nowak
INV 8354,08-03-2025,Firma Hurtowa 014,,Primer Acid,Akcesoria,43,"120,00",0.1,poland,Anna Nowak
INV 565,02.06.25,Firma Hurtowa 001,5002881092,Primer Acid,Akcesoria,,11.8,0.1,PL,Anna Nowak
INV 2229,27-10-2025,Firma Hurtowa 093,,Cleaner UV,Akcesoria,7,"120,00",,Polska,Nowak Anna
INV 3279,2025-07-21,Firma Hurtowa 099,,Cleaner UV,Akcesoria,7,109.37,0.1,Polska,Jan Kowalski
INV 1977,22-02-2025,Firma Hurtowa 056,7244421171,Flexy Hybrid Gel,Lakiery Hybrydowe,13,"120,00",,Polska,Anna Nowak
INV 5277,2025-10-06,Firma Hurtowa 060,,Cuticle Oil Mango,Pielęgnacja,,122.5,0.05,poland,Anna Nowak
INV 872,07-09-2025,Firma Hurtowa 064,,Flexy Hybrid Gel,,44,"120,00",0.05,Polska,Anna Nowak
INV 780,2025-11-01,Firma Hurtowa 064,,Primer Acid,Akcesoria,dziesięć,111.9,,poland,Anna Nowak
INV 1580,2025-08-05,Firma Hurtowa 051,,Primer Acid,Akcesoria,9,"120,00",0,Polska,Nowak Anna
INV 11902,27.02.25,Firma Hurtowa 060,2612009496,Base One Clear 5kg,Żele,,"120,00",0.1,PL,J. Kowalski
INV 10373,23.02.25,Firma Hurtowa 056,3788349931,Cleaner UV,Akcesoria,,145.75,,poland,Nowak Anna
INV 2185,2025-04-01,Firma Hurtowa 046,2847921461,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,175.08,10%,poland,Jan Kowalski
INV 8550,2025-01-28,Firma Hurtowa 001,1968321412,Base One Pink 5kg,Żele,dziesięć,174.18,0.1,Polska,Jan Kowalski
INV 5103,2025-03-28,Firma Hurtowa 080,,Cuticle Oil Mango,Pielęgnacja,dziesięć,57.47,,Polska,Anna Nowak
INV 5168,2025-11-16,Firma Hurtowa 046,,Cleaner UV,Akcesoria,,106.13,0.05,PL,Nowak Anna
INV 5471,22.01.25,Firma Hurtowa 045,3328232321,Base One Pink 5kg,Żele,42,"120,00",0.1,poland,J. Kowalski
INV 3722,24.07.25,Firma Hurtowa 073,,Base One Clear 5kg,Żele,,"120,00",0.1,poland,Jan Kowalski
INV 617,2025-06-23,Firma Hurtowa 025,2452291164,Primer Acid,Akcesoria,dziesięć,"120,00",0.05,PL,J. Kowalski
INV 7417,2025-10-22,Firma Hurtowa 094,,Primer Acid,Akcesoria,,"120,00",10%,PL,Nowak Anna
INV 7694,15.02.25,Firma Hurtowa 076,,Base One Pink 5kg,,,"120,00",0,poland,J. Kowalski
INV 5316,06-01-2025,Firma Hurtowa 012,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.1,poland,J. Kowalski
INV 8360,06-11-2025,Firma Hurtowa 057,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",10%,Polska,J. Kowalski
INV 5975,2025-12-12,Firma Hurtowa 050,1418141613,Primer Acid,Akcesoria,,"120,00",0.1,PL,Nowak Anna
INV 30,2025-09-24,Firma Hurtowa 047,,Base One Clear 5kg,Żele,,64.72,0.1,PL,Jan Kowalski
INV 11314,08-05-2025,Firma Hurtowa 077,,Cleaner UV,Akcesoria,38,46.51,0.05,poland,Anna Nowak
INV 1883,2025-07-06,Firma Hurtowa 019,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",10%,Polska,Anna Nowak
INV 4586,2025-03-04,Firma Hurtowa 090,,Cleaner UV,Akcesoria,,68.59,,Polska,J. Kowalski
INV 6230,2025-01-28,Firma Hurtowa 037,4415427601,Base One Clear 5kg,Żele,50,"120,00",0.1,Polska,Anna Nowak
INV 10221,2025-10-11,Firma Hurtowa 005,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0,poland,Nowak Anna
INV 4711,2025-05-23,Firma Hurtowa 087,9685290980,Cleaner UV,Akcesoria,38,50.87,0,Polska,J. Kowalski
INV 848,2025-02-24,Firma Hurtowa 041,,Cuticle Oil Mango,Pielęgnacja,11,"120,00",,poland,J. Kowalski
INV 504,27-02-2025,Firma Hurtowa 018,,Cuticle Oil Mango,,6,"120,00",0.1,PL,Anna Nowak
INV 8287,14-04-2025,Firma Hurtowa 064,5513493081,Base One Clear 5kg,Żele,38,"120,00",0,poland,Jan Kowalski
INV 2445,13.01.25,Firma Hurtowa 083,2887767549,Primer Acid,Akcesoria,14,157.41,0.1,PL,Jan Kowalski
INV 3198,03-03-2025,Firma Hurtowa 072,,Cuticle Oil Mango,Pielęgnacja,dziesięć,171.54,0.05,poland,Anna Nowak
INV 4195,03-11-2025,Firma Hurtowa 015,,Cuticle Oil Mango,Pielęgnacja,15,"120,00",0,PL,Anna Nowak
INV 8135,15.06.25,Firma Hurtowa 033,,Cuticle Oil Mango,Pielęgnacja,,151.0,,PL,Jan Kowalski
INV 7259,16-09-2025,Firma Hurtowa 059,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0,PL,J. Kowalski
INV 3236,2025-05-01,Firma Hurtowa 015,,Base One Clear 5kg,Żele,dziesięć,185.27,0.05,poland,J. Kowalski
